id,income,aspect,subscriptions,dist_healthy,save_rate,dist_unhealthy,age,pop_dense,retail_dense,crime,product,job_11,job_al,job_am,job_ax,job_bf,job_by,job_cv,job_de,job_dz,job_e2,job_f8,job_gj,job_gv,job_kd,job_ke,job_kl,job_kp,job_ks,job_kw,job_mm,job_nb,job_nn,job_ob,job_pe,job_po,job_pq,job_pz,job_qp,job_qw,job_rn,job_sa,job_vv,job_zz,area_a,area_b,area_c,area_d
1,-0.6075495693716253,-0.6649181450334627,-0.20844851356517272,9.017895490336436,-0.21576412679492016,11.738934944499087,0.8543210642501983,0.8858267716535433,0.4921259842519685,0.0710999581764951,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,0.3380529507480285,-0.20774798242307785,0.8390314540990115,7.766642806012884,0.19686896958964362,6.805395531825207,1.3944323740337914,0.8740157480314961,0.3425196850393701,0.4008085877596543,c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,-0.1842049248431803,1.1279060220660855,-0.20844851356517272,3.632068718682892,-0.7143624515929347,13.671771813966558,-0.4959572102087847,0.9448818897637796,0.7244094488188977,0.2077234072215251,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,-0.5264666186313537,-0.44081512414601925,-0.20844851356517272,5.37294201861131,-0.5424319947660331,4.333286497119573,1.1243767191419949,0.889763779527559,0.4448818897637795,0.3612156698731353,b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,-2.851674627390764,1.6388609096894566,1.8865114217631958,3.822476735862563,-0.4736598120352725,5.967120977940144,-2.1162911395595643,0.7440944881889764,0.6614173228346457,0.0680329011571169,a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,1.382469091425851,1.594040305511968,-0.20844851356517272,14.893342877594849,0.678274248704968,20.34059294646621,-0.7660128651005813,0.8661417322834646,0.6732283464566929,0.4735814861285375,d,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,-1.8178172002000035,0.8141617928236647,1.8865114217631958,3.822476735862563,-0.2501502181603005,9.480399044541238,-1.8462354846677678,0.9763779527559056,0.8740157480314961,0.0921511222640457,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,-0.18061894667776288,0.4824893219102484,0.8390314540990115,4.31209735146743,-0.525238949083343,29.21989602360545,-0.4959572102087847,1.0,0.7244094488188977,0.1628328453924439,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,1.0295490736460204,0.9306953636851353,-1.255928481229357,25.09377236936292,2.088103994685561,10.927357032457495,-0.2259015553169881,0.952755905511811,0.6811023622047244,0.096333472745016,c,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,0.63439420191794,1.414757888802013,-0.20844851356517272,2.816034359341446,-0.7659415886410051,21.915694815231134,-1.0360685199923778,0.8976377952755905,0.7244094488188977,0.1739857800083647,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11,-0.39946322527282024,-0.8621288034144128,-1.255928481229357,8.963493199713671,-0.19857108111222999,12.491780244485035,0.5842654093584017,0.8779527559055118,0.5118110236220472,0.383382127422278,c,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,-1.1016176721624693,0.02531915929986312,-0.20844851356517272,6.08017179670723,-0.5424319947660331,13.335394126738796,0.8543210642501983,0.9566929133858268,0.5551181102362205,0.3584274362191552,a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,-0.12423940107703348,-0.45874336581701447,0.8390314540990115,9.289906943450251,0.6954672943876582,8.028101728256289,1.3944323740337914,0.84251968503937,0.3425196850393701,0.0503276174543426,e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,0.13693934197086838,-1.2386218785053182,-0.20844851356517272,6.760200429491769,-0.2501502181603005,23.59758325136996,-0.2259015553169881,0.8149606299212598,0.5236220472440944,0.1463822668339607,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
15,0.256870389503162,1.289260197105045,-0.20844851356517272,10.024337866857552,-1.0066442281986674,15.519179429534915,-0.4959572102087847,0.9291338582677166,0.7125984251968503,0.1948975324132162,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16,-0.48761852183933174,-0.21671210325857565,0.8390314540990115,4.937723693629206,-0.33611544657375125,14.05086412814388,1.1243767191419949,0.8976377952755905,0.4015748031496063,0.2081416422696222,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,-0.13828448222491838,-1.0414112201243677,0.8390314540990115,6.62419470293486,-0.11260585269877921,11.322467331740905,0.044154099574808495,0.7047244094488189,0.3425196850393701,0.3605186114596403,c,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,-1.4191759608111008,0.04324740097085876,-0.20844851356517272,2.0,-0.8175207256890756,10.083743150203738,0.5842654093584017,0.9566929133858268,0.5748031496062992,0.0975881778893071,f,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
